FlightID,DelayMinutes,FlightStatus,SeatsSoldEconomy,SeatsSoldBusiness,SeatsSoldFirst,LoadFactorPct
15684,11,ON TIME,207,29,7,69.0
15685,10,ON TIME,226,34,8,89.9
15686,8,ON TIME,163,26,6,65.4
15687,98,Delayed,182,32,6,73.8
15688,9,ON TIME,175,29,6,70.5
15689,1,ON TIME,195,29,7,77.5
15690,0,ON TIME,185,31,5,74.2
15691,0,ON TIME,180,22,0,80.8
15692,10,ON TIME,215,29,0,97.6
15693,0,CANCELLED,0,0,0,0.0
15694,9,ON TIME,171,26,5,67.8
15695,10,ON TIME,172,30,6,69.8
15696,8,ON TIME,250,40,8,100.0
15697,76,Delayed,201,32,7,80.5
15698,0,CANCELLED,0,0,0,0.0
15699,36,Delayed,204,27,6,79.5
15700,172,Delayed,165,30,6,67.4
15701,12,ON TIME,203,33,7,69.0
15702,4,ON TIME,211,33,8,71.6
15703,5,ON TIME,153,19,0,68.8
15704,14,ON TIME,141,17,0,63.2
15705,11,ON TIME,202,26,7,66.8
15706,14,ON TIME,240,35,8,80.4
15707,8,ON TIME,200,32,6,79.9
15708,3,ON TIME,140,21,4,55.4
15709,51,Delayed,185,28,6,73.5
15710,10,ON TIME,214,34,7,85.6
15711,6,ON TIME,143,20,0,65.2
15712,0,CANCELLED,0,0,0,0.0
15713,8,ON TIME,185,32,5,74.5
15714,4,ON TIME,170,28,6,68.5
15715,7,ON TIME,190,31,7,76.5
15716,111,Delayed,228,33,6,89.6
15717,1,ON TIME,254,35,10,84.9
15718,13,ON TIME,300,39,9,98.9
15719,3,ON TIME,248,35,10,83.2
15720,50,Delayed,251,32,8,82.7
15721,14,ON TIME,197,34,6,79.5
15722,2,ON TIME,164,27,5,65.8
15723,28,Delayed,167,24,0,76.4
15724,1,ON TIME,168,28,0,78.4
15725,13,ON TIME,193,37,6,79.2
15726,0,ON TIME,190,31,7,76.5
15727,26,Delayed,163,25,0,75.2
15728,5,ON TIME,214,30,0,97.6
15729,25,Delayed,248,33,8,82.1
15730,11,ON TIME,239,34,9,80.1
15731,14,ON TIME,251,35,9,83.8
15732,11,ON TIME,196,28,6,65.3
15733,12,ON TIME,260,33,7,85.2
15734,10,ON TIME,300,41,8,99.1
15735,3,ON TIME,234,35,7,92.6
15736,14,ON TIME,161,28,6,65.4
15737,9,ON TIME,161,22,0,73.2
15738,11,ON TIME,202,30,0,92.8
15739,5,ON TIME,193,30,6,76.8
15740,1,ON TIME,168,25,5,66.4
15741,0,ON TIME,163,20,0,73.2
15742,2,ON TIME,161,21,0,72.8
15743,11,ON TIME,167,29,5,67.4
15744,8,ON TIME,216,35,6,86.2
15745,136,Delayed,175,32,7,71.8
15746,8,ON TIME,218,37,7,87.9
15747,6,ON TIME,143,20,0,65.2
15748,66,Delayed,142,17,0,63.6
15749,5,ON TIME,182,33,7,74.5
15750,131,Delayed,200,34,6,80.5
15751,9,ON TIME,229,37,9,78.1
15752,2,ON TIME,218,25,8,71.3
15753,8,ON TIME,191,31,7,76.8
15754,7,ON TIME,196,30,7,78.2
15755,6,ON TIME,283,42,10,95.2
15756,5,ON TIME,218,32,7,73.0
15757,5,ON TIME,198,31,6,78.9
15758,10,ON TIME,184,33,7,75.2
15759,92,Delayed,177,30,6,71.5
15760,119,Delayed,205,33,5,81.5
15761,0,ON TIME,196,30,7,78.2
15762,3,ON TIME,142,23,5,57.0
15763,1,ON TIME,171,22,0,77.2
15764,1,ON TIME,193,27,0,88.0
15765,83,Delayed,182,24,0,82.4
15766,8,ON TIME,158,22,0,72.0
15767,13,ON TIME,202,31,5,79.9
15768,4,ON TIME,185,27,6,73.2
15769,3,ON TIME,166,22,0,75.2
15770,59,Delayed,202,27,0,91.6
15771,7,ON TIME,175,22,0,78.8
15772,13,ON TIME,189,26,0,86.0
15773,8,ON TIME,266,36,10,88.6
15774,9,ON TIME,243,30,8,79.8
15775,20,Delayed,185,21,0,82.4
15776,0,ON TIME,176,24,0,80.0
15777,2,ON TIME,196,29,7,77.9
15778,11,ON TIME,187,30,6,74.8
15779,4,ON TIME,254,36,9,84.9
15780,0,ON TIME,215,33,7,72.4
15781,10,ON TIME,292,38,10,96.6
15782,11,ON TIME,246,36,8,82.4
15783,0,CANCELLED,0,0,0,0.0
15784,1,ON TIME,155,23,4,61.1
15785,6,ON TIME,204,29,0,93.2
15786,5,ON TIME,182,27,0,83.6
15787,52,Delayed,183,22,0,82.0
15788,1,ON TIME,137,18,0,62.0
15789,101,Delayed,199,29,6,78.5
15790,5,ON TIME,165,27,6,66.4
15791,1,ON TIME,207,38,7,84.6
15792,0,CANCELLED,0,0,0,0.0
15793,0,ON TIME,260,33,9,85.8
15794,51,Delayed,198,27,7,65.9
15795,6,ON TIME,215,39,6,87.2
15796,1,ON TIME,184,28,5,72.8
15797,5,ON TIME,179,28,6,71.5
15798,12,ON TIME,168,28,6,67.8
15799,9,ON TIME,272,40,10,91.5
15800,10,ON TIME,279,36,8,91.8
15801,0,CANCELLED,0,0,0,0.0
15802,48,Delayed,200,27,6,66.2
15803,8,ON TIME,257,38,8,86.1
15804,14,ON TIME,290,36,9,95.2
15805,157,Delayed,232,35,6,91.6
15806,12,ON TIME,229,40,7,92.6
15807,23,Delayed,154,20,0,69.6
15808,0,ON TIME,176,20,0,78.4
15809,11,ON TIME,211,26,7,69.3
15810,2,ON TIME,235,40,6,79.8
15811,6,ON TIME,232,31,7,76.7
15812,1,ON TIME,229,32,8,76.4
15813,2,ON TIME,235,34,7,78.4
15814,5,ON TIME,222,30,6,73.3
15815,9,ON TIME,196,32,6,78.5
15816,0,CANCELLED,0,0,0,0.0
15817,11,ON TIME,203,38,6,82.9
15818,162,Delayed,227,37,7,90.9
15819,81,Delayed,187,32,7,75.8
15820,133,Delayed,240,36,8,95.3
15821,1,ON TIME,181,28,5,71.8
15822,14,ON TIME,182,28,6,72.5
15823,11,ON TIME,222,31,8,74.1
15824,7,ON TIME,220,33,6,73.6
15825,10,ON TIME,176,27,6,59.4
15826,6,ON TIME,237,32,7,78.4
15827,0,CANCELLED,0,0,0,0.0
15828,83,Delayed,213,37,7,86.2
15829,4,ON TIME,199,27,7,78.2
15830,61,Delayed,182,30,7,73.5
15831,21,Delayed,230,33,9,77.3
15832,0,ON TIME,262,41,7,88.1
15833,0,CANCELLED,0,0,0,0.0
15834,62,Delayed,199,35,8,81.2
15835,0,CANCELLED,0,0,0,0.0
15836,2,ON TIME,217,33,8,73.3
15837,14,ON TIME,195,26,5,75.8
15838,10,ON TIME,180,31,7,73.2
15839,5,ON TIME,163,22,0,74.0
15840,4,ON TIME,159,20,0,71.6
15841,12,ON TIME,215,32,8,72.4
15842,6,ON TIME,242,39,9,82.4
15843,0,ON TIME,197,26,0,89.2
15844,2,ON TIME,159,23,0,72.8
15845,0,ON TIME,182,32,6,73.8
15846,12,ON TIME,198,30,6,78.5
15847,6,ON TIME,205,29,0,93.6
15848,2,ON TIME,184,26,0,84.0
15849,9,ON TIME,187,22,0,83.6
15850,0,CANCELLED,0,0,0,0.0
15851,79,Delayed,244,35,8,81.5
15852,2,ON TIME,242,33,8,80.4
15853,12,ON TIME,262,34,9,86.6
15854,147,Delayed,234,30,8,77.3
15855,0,ON TIME,250,36,8,98.7
15856,0,ON TIME,164,25,5,65.1
15857,5,ON TIME,184,29,6,62.2
15858,5,ON TIME,240,29,8,78.7
15859,6,ON TIME,212,35,6,84.9
15860,12,ON TIME,211,35,5,84.2
15861,10,ON TIME,164,18,0,72.8
15862,59,Delayed,163,17,0,72.0
15863,10,ON TIME,275,34,10,90.6
15864,30,Delayed,226,33,7,75.6
15865,12,ON TIME,182,21,0,81.2
15866,1,ON TIME,166,26,0,76.8
15867,2,ON TIME,221,30,6,73.0
15868,14,ON TIME,254,40,9,86.1
15869,1,ON TIME,240,37,9,81.2
15870,14,ON TIME,227,30,7,75.0
15871,10,ON TIME,201,27,7,66.8
15872,11,ON TIME,221,29,9,73.6
15873,13,ON TIME,181,31,6,73.2
15874,5,ON TIME,177,33,6,72.5
15875,2,ON TIME,185,28,5,73.2
15876,3,ON TIME,235,32,7,91.9
15877,7,ON TIME,211,31,6,70.5
15878,1,ON TIME,296,42,9,98.6
15879,7,ON TIME,263,39,10,88.6
15880,3,ON TIME,254,39,7,85.2
15881,96,Delayed,194,30,7,65.6
15882,14,ON TIME,291,40,10,96.9
15883,14,ON TIME,200,24,0,89.6
15884,0,ON TIME,203,28,0,92.4
15885,1,ON TIME,125,20,4,50.0
15886,5,ON TIME,172,31,6,70.1
15887,6,ON TIME,144,31,5,60.4
15888,6,ON TIME,212,32,7,84.2
15889,6,ON TIME,142,23,4,56.7
15890,1,ON TIME,209,30,6,82.2
15891,33,Delayed,233,31,8,91.3
15892,13,ON TIME,189,27,5,74.2
15893,4,ON TIME,169,22,0,76.4
15894,8,ON TIME,140,19,0,63.6
15895,8,ON TIME,162,22,5,63.4
15896,7,ON TIME,170,33,5,69.8
15897,1,ON TIME,230,40,7,93.0
15898,14,ON TIME,214,37,8,86.9
15899,6,ON TIME,201,34,7,81.2
15900,67,Delayed,211,33,7,84.2
15901,8,ON TIME,200,33,7,80.5
15902,9,ON TIME,217,30,7,85.2
15903,6,ON TIME,225,24,8,73.0
15904,8,ON TIME,233,32,8,77.6
15905,6,ON TIME,300,41,9,99.4
15906,4,ON TIME,203,36,7,69.9
15907,4,ON TIME,253,39,9,85.5
15908,0,ON TIME,263,38,10,88.4
15909,7,ON TIME,187,31,5,74.8
15910,10,ON TIME,196,32,5,78.2
15911,3,ON TIME,174,20,0,77.6
15912,11,ON TIME,183,24,0,82.8
15913,45,Delayed,182,22,0,81.6
15914,7,ON TIME,191,24,0,86.0
15915,3,ON TIME,231,34,7,77.3
15916,3,ON TIME,191,30,7,64.8
15917,9,ON TIME,138,22,0,64.0
15918,7,ON TIME,165,20,0,74.0
15919,13,ON TIME,175,25,0,80.0
15920,40,Delayed,202,28,0,92.0
15921,88,Delayed,201,25,6,65.9
15922,5,ON TIME,285,35,10,93.8
15923,0,ON TIME,180,23,0,81.2
15924,155,Delayed,180,27,0,82.8
15925,0,CANCELLED,0,0,0,0.0
15926,5,ON TIME,187,25,7,73.5
15927,1,ON TIME,228,30,8,75.6
15928,5,ON TIME,242,27,7,78.4
15929,7,ON TIME,233,38,8,79.3
15930,14,ON TIME,205,29,7,68.5
15931,164,Delayed,186,29,0,86.0
15932,172,Delayed,183,28,0,84.4
15933,6,ON TIME,184,27,0,84.4
15934,150,Delayed,170,25,0,78.0
15935,5,ON TIME,162,18,0,72.0
15936,0,CANCELLED,0,0,0,0.0
15937,13,ON TIME,186,28,0,85.6
15938,11,ON TIME,148,24,0,68.8
15939,6,ON TIME,262,37,9,87.5
15940,2,ON TIME,218,30,7,72.4
15941,11,ON TIME,198,29,7,78.5
15942,2,ON TIME,148,19,4,57.4
15943,4,ON TIME,190,28,7,75.5
15944,5,ON TIME,151,25,5,60.7
15945,6,ON TIME,244,29,8,79.8
15946,165,Delayed,208,25,7,68.2
15947,10,ON TIME,232,33,10,78.1
15948,0,ON TIME,217,33,6,72.7
15949,5,ON TIME,145,17,0,64.8
15950,13,ON TIME,128,21,0,59.6
15951,13,ON TIME,200,31,6,79.5
15952,9,ON TIME,188,35,7,77.2
15953,11,ON TIME,243,32,9,80.7
15954,0,ON TIME,207,30,7,69.3
15955,10,ON TIME,164,23,5,64.4
15956,45,Delayed,208,27,7,81.2
15957,9,ON TIME,279,41,10,93.8
15958,2,ON TIME,263,36,8,87.2
15959,4,ON TIME,177,25,0,80.8
15960,18,Delayed,169,21,0,76.0
15961,8,ON TIME,241,38,6,95.6
15962,6,ON TIME,221,37,7,88.9
15963,11,ON TIME,171,24,0,78.0
15964,35,Delayed,178,25,0,81.2
15965,10,ON TIME,222,31,7,73.9
15966,65,Delayed,190,24,6,62.5
15967,1,ON TIME,170,26,6,67.8
15968,10,ON TIME,223,34,6,88.3
15969,2,ON TIME,146,25,6,59.4
15970,6,ON TIME,180,31,6,72.8
15971,142,Delayed,231,32,8,77.0
15972,132,Delayed,242,31,7,79.5
15973,10,ON TIME,198,32,7,79.5
15974,13,ON TIME,194,29,6,76.8
15975,14,ON TIME,180,27,5,71.1
15976,4,ON TIME,225,32,7,88.6
15977,15,Delayed,244,33,6,80.4
15978,122,Delayed,255,33,8,84.1
15979,113,Delayed,243,40,7,97.3
15980,14,ON TIME,193,29,6,76.5
15981,3,ON TIME,228,35,8,77.0
15982,10,ON TIME,207,31,7,69.6
15983,66,Delayed,143,21,0,65.6
15984,0,ON TIME,150,23,0,69.2
15985,0,ON TIME,246,39,8,98.3
15986,161,Delayed,201,30,7,79.9
15987,3,ON TIME,258,36,8,85.8
15988,2,ON TIME,288,42,8,96.0
15989,1,ON TIME,212,30,9,71.3
15990,12,ON TIME,235,30,6,77.0
15991,0,CANCELLED,0,0,0,0.0
15992,4,ON TIME,196,32,6,78.5
15993,6,ON TIME,257,38,8,86.1
15994,10,ON TIME,212,29,6,70.2
15995,6,ON TIME,234,30,7,77.0
15996,66,Delayed,213,34,9,72.7
15997,76,Delayed,192,25,0,86.8
15998,9,ON TIME,160,19,0,71.6
15999,14,ON TIME,263,41,8,88.6
16000,1,ON TIME,259,28,8,83.8
16001,2,ON TIME,139,21,0,64.0
16002,100,Delayed,184,27,0,84.4
16003,114,Delayed,282,37,10,93.5
16004,6,ON TIME,273,35,9,90.1
16005,3,ON TIME,273,42,10,92.3
16006,4,ON TIME,232,31,7,76.7
16007,12,ON TIME,238,31,7,78.4
16008,137,Delayed,264,36,7,87.2
16009,0,CANCELLED,0,0,0,0.0
16010,0,CANCELLED,0,0,0,0.0
16011,5,ON TIME,234,33,9,78.4
16012,5,ON TIME,233,31,8,77.3
16013,0,CANCELLED,0,0,0,0.0
16014,9,ON TIME,188,26,6,62.5
16015,69,Delayed,241,35,8,80.7
16016,8,ON TIME,220,30,8,73.3
16017,130,Delayed,193,37,8,79.9
16018,5,ON TIME,160,28,5,64.8
16019,1,ON TIME,178,23,0,80.4
16020,104,Delayed,203,24,0,90.8
16021,12,ON TIME,208,32,7,82.9
16022,3,ON TIME,192,31,7,77.2
16023,1,ON TIME,220,34,6,73.9
16024,5,ON TIME,214,30,8,71.6
16025,76,Delayed,178,21,0,79.6
16026,12,ON TIME,195,25,0,88.0
16027,11,ON TIME,229,36,7,91.3
16028,75,Delayed,165,29,5,66.8
16029,14,ON TIME,167,26,0,77.2
16030,6,ON TIME,176,26,0,80.8
16031,3,ON TIME,214,28,7,70.7
16032,78,Delayed,197,26,6,65.1
16033,11,ON TIME,239,36,8,95.0
16034,2,ON TIME,180,27,6,71.5
16035,13,ON TIME,193,29,6,64.8
16036,3,ON TIME,290,38,10,96.0
16037,14,ON TIME,221,36,8,88.9
16038,11,ON TIME,183,23,6,71.1
16039,14,ON TIME,221,36,7,88.6
16040,11,ON TIME,217,38,7,87.9
16041,14,ON TIME,163,26,6,65.4
16042,12,ON TIME,179,25,5,70.1
16043,12,ON TIME,230,33,8,77.0
16044,12,ON TIME,237,34,8,79.3
16045,8,ON TIME,235,33,8,78.4
16046,7,ON TIME,234,31,8,77.6
16047,12,ON TIME,159,19,0,71.2
16048,14,ON TIME,146,22,0,67.2
16049,0,ON TIME,178,29,6,60.5
16050,89,Delayed,202,27,7,67.0
16051,3,ON TIME,267,38,9,89.2
16052,4,ON TIME,287,39,9,95.2
16053,14,ON TIME,227,28,8,74.7
16054,0,CANCELLED,0,0,0,0.0
16055,1,ON TIME,226,35,8,76.4
16056,8,ON TIME,253,37,9,84.9
16057,0,CANCELLED,0,0,0,0.0
16058,6,ON TIME,205,24,0,91.6
16059,20,Delayed,171,29,6,69.1
16060,4,ON TIME,228,37,8,91.6
16061,119,Delayed,159,22,0,72.4
16062,7,ON TIME,178,22,0,80.0
16063,4,ON TIME,154,26,5,62.1
16064,1,ON TIME,187,31,6,75.2
16065,5,ON TIME,278,39,8,92.3
16066,11,ON TIME,210,29,6,69.6
16067,2,ON TIME,227,34,8,76.4
16068,4,ON TIME,239,32,7,79.0
16069,0,ON TIME,296,37,10,97.4
16070,6,ON TIME,215,27,8,71.0
16071,4,ON TIME,256,37,10,86.1
16072,4,ON TIME,175,22,5,57.4
16073,11,ON TIME,167,30,6,68.1
16074,10,ON TIME,228,35,8,90.9
16075,2,ON TIME,200,33,6,80.2
16076,168,Delayed,203,37,6,82.6
16077,1,ON TIME,247,41,8,84.1
16078,11,ON TIME,251,37,9,84.4
16079,5,ON TIME,224,33,9,75.6
16080,13,ON TIME,219,31,7,73.0
16081,1,ON TIME,191,29,6,75.8
16082,2,ON TIME,230,34,8,91.3
16083,5,ON TIME,152,19,0,68.4
16084,9,ON TIME,206,28,0,93.6
16085,149,Delayed,207,33,8,70.5
16086,12,ON TIME,235,38,7,79.5
16087,50,Delayed,182,31,7,73.8
16088,4,ON TIME,212,33,7,84.6
16089,10,ON TIME,214,33,7,85.2
16090,7,ON TIME,190,33,6,76.8
16091,6,ON TIME,164,19,0,73.2
16092,6,ON TIME,194,30,0,89.6
16093,11,ON TIME,214,28,7,70.7
16094,115,Delayed,183,20,7,59.7
16095,12,ON TIME,183,30,6,73.5
16096,0,CANCELLED,0,0,0,0.0
16097,1,ON TIME,192,33,6,77.5
16098,3,ON TIME,193,36,6,78.9
16099,14,ON TIME,171,25,0,78.4
16100,3,ON TIME,199,25,0,89.6
16101,179,Delayed,188,30,7,75.5
16102,11,ON TIME,201,34,7,81.2
16103,2,ON TIME,205,37,7,83.6
16104,3,ON TIME,214,32,6,84.6
16105,1,ON TIME,156,23,5,61.7
16106,61,Delayed,217,31,6,85.2
16107,0,ON TIME,217,33,8,73.3
16108,12,ON TIME,185,25,7,61.6
16109,1,ON TIME,230,38,7,92.3
16110,11,ON TIME,198,29,6,78.2
16111,5,ON TIME,206,29,7,81.2
16112,11,ON TIME,232,40,7,93.6
16113,7,ON TIME,223,36,9,76.1
16114,1,ON TIME,209,26,6,68.5
16115,10,ON TIME,212,29,6,70.2
16116,96,Delayed,198,31,7,67.0
16117,5,ON TIME,274,38,7,90.6
16118,13,ON TIME,224,35,9,76.1
16119,8,ON TIME,232,31,10,77.6
16120,1,ON TIME,260,33,8,85.5
16121,84,Delayed,151,22,5,59.7
16122,34,Delayed,177,32,6,72.1
16123,6,ON TIME,159,26,0,74.0
16124,5,ON TIME,191,27,0,87.2
16125,6,ON TIME,190,27,6,74.8
16126,36,Delayed,178,31,6,72.1
16127,8,ON TIME,192,28,0,88.0
16128,2,ON TIME,220,30,0,100.0
16129,10,ON TIME,152,20,0,68.8
16130,11,ON TIME,148,21,0,67.6
16131,14,ON TIME,181,29,6,72.5
16132,10,ON TIME,230,34,8,91.3
16133,0,CANCELLED,0,0,0,0.0
16134,163,Delayed,278,42,9,93.5
16135,10,ON TIME,234,38,8,94.0
16136,109,Delayed,195,26,6,76.2
16137,9,ON TIME,216,34,6,85.9
16138,0,ON TIME,201,33,6,80.5
16139,10,ON TIME,241,37,8,81.2
16140,1,ON TIME,241,37,9,81.5
16141,10,ON TIME,161,25,6,64.4
16142,0,CANCELLED,0,0,0,0.0
16143,8,ON TIME,189,23,0,84.8
16144,12,ON TIME,161,21,0,72.8
16145,76,Delayed,232,33,8,77.6
16146,10,ON TIME,231,34,9,77.8
16147,3,ON TIME,137,19,0,62.4
16148,3,ON TIME,205,28,0,93.2
16149,7,ON TIME,173,27,7,69.5
16150,4,ON TIME,184,25,5,71.8
16151,10,ON TIME,220,31,7,73.3
16152,147,Delayed,190,30,5,63.9
16153,170,Delayed,264,37,8,87.8
16154,8,ON TIME,235,31,9,78.1
16155,0,ON TIME,213,25,7,69.6
16156,5,ON TIME,239,32,7,79.0
16157,79,Delayed,245,35,8,81.8
16158,3,ON TIME,220,29,7,72.7
16159,22,Delayed,182,28,7,72.8
16160,0,CANCELLED,0,0,0,0.0
16161,10,ON TIME,214,31,8,71.9
16162,69,Delayed,250,31,8,82.1
16163,6,ON TIME,215,35,8,73.3
16164,13,ON TIME,196,25,7,64.8
16165,0,CANCELLED,0,0,0,0.0
16166,1,ON TIME,164,20,0,73.6
16167,7,ON TIME,264,39,9,88.6
16168,6,ON TIME,202,28,7,67.3
16169,4,ON TIME,226,32,8,75.6
16170,5,ON TIME,240,32,8,79.5
16171,2,ON TIME,144,21,0,66.0
16172,6,ON TIME,165,24,0,75.6
16173,5,ON TIME,212,39,7,86.6
16174,7,ON TIME,199,30,6,78.9
16175,5,ON TIME,201,29,7,67.3
16176,12,ON TIME,197,30,7,66.5
16177,3,ON TIME,147,19,0,66.4
16178,14,ON TIME,176,22,0,79.2
16179,13,ON TIME,177,23,0,80.0
16180,2,ON TIME,186,29,0,86.0
16181,103,Delayed,227,30,8,75.3
16182,178,Delayed,261,36,8,86.6
16183,117,Delayed,150,24,0,69.6
16184,14,ON TIME,157,19,0,70.4
16185,0,CANCELLED,0,0,0,0.0
16186,6,ON TIME,152,25,5,61.1
16187,0,CANCELLED,0,0,0,0.0
16188,3,ON TIME,247,37,8,83.0
16189,8,ON TIME,148,20,0,67.2
16190,11,ON TIME,208,20,0,91.2
16191,4,ON TIME,202,29,6,79.5
16192,6,ON TIME,171,30,6,69.5
16193,6,ON TIME,159,25,0,73.6
16194,150,Delayed,163,25,0,75.2
16195,4,ON TIME,217,36,8,87.6
16196,62,Delayed,181,29,6,72.5
16197,4,ON TIME,206,27,7,80.5
16198,2,ON TIME,228,37,8,91.6
16199,130,Delayed,214,30,0,97.6
16200,107,Delayed,180,25,0,82.0
16201,14,ON TIME,152,19,0,68.4
16202,116,Delayed,187,25,0,84.8
16203,9,ON TIME,203,28,7,67.6
16204,7,ON TIME,252,38,8,84.7
16205,8,ON TIME,227,38,8,77.6
16206,0,CANCELLED,0,0,0,0.0
16207,9,ON TIME,156,28,6,63.8
16208,6,ON TIME,160,22,5,62.8
16209,12,ON TIME,199,30,7,79.2
16210,12,ON TIME,240,37,7,95.3
16211,13,ON TIME,195,32,6,78.2
16212,75,Delayed,204,40,7,84.2
16213,0,ON TIME,173,28,7,69.8
16214,1,ON TIME,233,37,7,93.0
16215,25,Delayed,178,26,0,81.6
16216,19,Delayed,173,24,0,78.8
16217,0,CANCELLED,0,0,0,0.0
16218,2,ON TIME,190,30,6,75.8
16219,2,ON TIME,216,33,6,85.6
16220,10,ON TIME,228,37,6,90.9
16221,12,ON TIME,214,34,7,85.6
16222,1,ON TIME,193,32,6,77.5
16223,136,Delayed,240,36,8,80.7
16224,0,CANCELLED,0,0,0,0.0
16225,7,ON TIME,240,38,8,81.2
16226,8,ON TIME,243,33,8,80.7
16227,2,ON TIME,210,31,6,82.9
16228,7,ON TIME,220,33,6,86.9
16229,92,Delayed,184,31,7,74.5
16230,2,ON TIME,201,31,7,80.2
16231,9,ON TIME,234,38,8,79.5
16232,5,ON TIME,220,33,7,73.9
16233,10,ON TIME,179,28,7,71.8
16234,2,ON TIME,217,31,6,85.2
16235,6,ON TIME,228,36,8,77.3
16236,8,ON TIME,286,37,9,94.3
16237,5,ON TIME,151,21,0,68.8
16238,98,Delayed,136,18,0,61.6
16239,11,ON TIME,181,32,6,73.5
16240,14,ON TIME,154,28,6,63.1
16241,2,ON TIME,127,18,0,58.0
16242,14,ON TIME,170,22,0,76.8
16243,84,Delayed,236,37,7,94.0
16244,12,ON TIME,205,34,7,82.6
16245,6,ON TIME,181,32,7,73.8
16246,10,ON TIME,197,32,7,79.2
16247,1,ON TIME,159,24,5,63.1
16248,0,CANCELLED,0,0,0,0.0
16249,8,ON TIME,129,17,0,58.4
16250,13,ON TIME,142,19,0,64.4
16251,11,ON TIME,192,27,7,75.8
16252,5,ON TIME,211,36,6,84.9
16253,124,Delayed,252,41,9,85.8
16254,2,ON TIME,149,20,6,49.7
16255,6,ON TIME,193,25,0,87.2
16256,7,ON TIME,167,25,0,76.8
16257,0,ON TIME,177,24,0,80.4
16258,8,ON TIME,163,21,0,73.6
16259,2,ON TIME,158,27,6,64.1
16260,2,ON TIME,167,27,6,67.1
16261,10,ON TIME,194,27,6,76.2
16262,2,ON TIME,237,37,8,94.6
16263,5,ON TIME,143,20,0,65.2
16264,12,ON TIME,192,26,0,87.2
16265,2,ON TIME,205,32,6,81.5
16266,4,ON TIME,234,38,8,94.0
16267,5,ON TIME,233,39,7,93.6
16268,7,ON TIME,219,40,7,89.3
16269,4,ON TIME,209,31,6,82.6
16270,0,ON TIME,227,33,7,89.6
16271,13,ON TIME,190,30,6,75.8
16272,0,ON TIME,219,37,7,88.3
16273,11,ON TIME,206,33,6,69.6
16274,0,CANCELLED,0,0,0,0.0
16275,12,ON TIME,221,36,7,88.6
16276,9,ON TIME,201,30,6,79.5
16277,150,Delayed,133,21,0,61.6
16278,93,Delayed,169,22,0,76.4
16279,174,Delayed,224,32,9,75.3
16280,11,ON TIME,194,22,5,62.8
16281,2,ON TIME,180,23,0,81.2
16282,10,ON TIME,220,30,0,100.0
16283,14,ON TIME,223,36,7,75.6
16284,5,ON TIME,236,31,7,77.8
16285,0,CANCELLED,0,0,0,0.0
16286,114,Delayed,161,21,0,72.8
16287,2,ON TIME,190,26,0,86.4
16288,55,Delayed,193,24,0,86.8
16289,9,ON TIME,221,35,6,87.9
16290,5,ON TIME,167,28,5,67.1
16291,3,ON TIME,204,29,7,80.5
16292,3,ON TIME,248,40,8,99.3
16293,11,ON TIME,250,40,8,100.0
16294,1,ON TIME,197,35,5,79.5
16295,130,Delayed,221,32,7,87.2
16296,8,ON TIME,223,40,7,90.6
16297,88,Delayed,265,30,9,86.4
16298,11,ON TIME,230,36,8,77.8
16299,14,ON TIME,197,29,0,90.4
16300,0,CANCELLED,0,0,0,0.0
16301,4,ON TIME,226,32,7,75.3
16302,1,ON TIME,181,26,6,60.5
16303,79,Delayed,222,33,7,87.9
16304,111,Delayed,205,33,7,82.2
16305,14,ON TIME,220,30,0,100.0
16306,6,ON TIME,195,25,0,88.0
16307,13,ON TIME,210,25,7,68.8
16308,6,ON TIME,205,27,6,67.6
16309,0,ON TIME,152,25,5,61.1
16310,11,ON TIME,214,30,7,84.2
16311,7,ON TIME,166,19,0,74.0
16312,12,ON TIME,188,28,0,86.4
16313,13,ON TIME,184,22,0,82.4
16314,10,ON TIME,155,17,0,68.8
16315,14,ON TIME,183,22,0,82.0
16316,10,ON TIME,140,19,0,63.6
16317,4,ON TIME,194,30,7,77.5
16318,163,Delayed,215,40,7,87.9
16319,7,ON TIME,210,31,7,83.2
16320,11,ON TIME,224,34,6,88.6
16321,9,ON TIME,233,32,8,77.6
16322,0,CANCELLED,0,0,0,0.0
16323,10,ON TIME,206,36,6,83.2
16324,154,Delayed,188,25,6,73.5
16325,0,CANCELLED,0,0,0,0.0
16326,61,Delayed,186,23,0,83.6
16327,1,ON TIME,212,37,7,85.9
16328,11,ON TIME,195,34,6,78.9
16329,11,ON TIME,210,34,8,71.6
16330,14,ON TIME,269,34,9,88.6
16331,62,Delayed,154,20,0,69.6
16332,5,ON TIME,145,19,0,65.6
16333,5,ON TIME,198,28,0,90.4
16334,13,ON TIME,170,22,0,76.8
16335,12,ON TIME,207,35,8,83.9
16336,4,ON TIME,189,28,6,74.8
16337,4,ON TIME,227,32,7,89.3
16338,135,Delayed,188,24,6,73.2
16339,3,ON TIME,296,40,10,98.3
16340,8,ON TIME,242,37,7,81.2
16341,4,ON TIME,135,21,0,62.4
16342,79,Delayed,172,22,0,77.6
16343,8,ON TIME,230,34,8,77.3
16344,12,ON TIME,202,28,7,67.3
16345,0,ON TIME,280,39,8,92.9
16346,5,ON TIME,205,29,6,68.2
16347,13,ON TIME,214,30,7,71.3
16348,0,CANCELLED,0,0,0,0.0
16349,13,ON TIME,173,21,0,77.6
16350,2,ON TIME,173,25,0,79.2
